season,week,contestant_row,celebrity_name,ballroom_partner,placement,results,judge_total_S,judge_share_Q,fan_share_P,fan_votes_V,composite_C
29,1,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,6.666666666666667,0.07692307692307693,0.1041666666666666,1041666.6666666667,0.18108974358974353
29,1,10,Monica Aldama,Valentin Chmerkovskiy,10,Eliminated Week 7,6.333333333333333,0.07307692307692307,0.0916666666666666,916666.6666666666,0.16474358974358966
29,1,1,Anne Heche,Keo Motsepe,13,Eliminated Week 4,6.0,0.06923076923076922,0.0666666666666666,666666.6666666666,0.1358974358974358
29,1,6,Jesse Metcalfe,Sharna Burgess,12,Eliminated Week 5,6.0,0.06923076923076922,0.0666666666666666,666666.6666666666,0.1358974358974358
29,1,7,Johnny Weir,Britt Stewart,6,Eliminated Week 10,6.0,0.06923076923076922,0.0666666666666666,666666.6666666666,0.1358974358974358
29,1,0,AJ McLean,Cheryl Burke,7,Eliminated Week 9,6.0,0.06923076923076922,0.0666666666666666,666666.6666666666,0.1358974358974358
29,1,5,Jeannie Mai,Brandon Armstrong,9,Withdrew,6.0,0.06923076923076922,0.0666666666666666,666666.6666666666,0.1358974358974358
29,1,14,Veron Davis,Peta Murgatroyd,11,Eliminated Week 6,5.666666666666667,0.06538461538461539,0.0416666666666666,416666.6666666666,0.10705128205128199
29,1,11,Nelly,Daniella Karagach,3,3rd Place,5.333333333333333,0.061538461538461535,0.0333333333333333,333333.3333333333,0.09487179487179484
29,1,4,Chrishell Stause,Gleb Savchenko,8,Eliminated Week 8,4.333333333333333,0.049999999999999996,0.025,250000.0,0.075
29,1,3,Charles Oakley,Emma Slater,15,Eliminated Week 2,4.0,0.04615384615384615,0.0166666666666666,166666.66666666666,0.06282051282051275
29,1,2,Carole Baskin,Pasha Pashkov,14,Eliminated Week 3,3.6666666666666665,0.0423076923076923,0.0083333333333333,83333.33333333333,0.0506410256410256
29,2,13,Skai Jackson,Alan Bersten,5,Eliminated Week 10,5.0,0.054945054945054944,0.125,1250000.0,0.17994505494505494
29,2,2,Carole Baskin,Pasha Pashkov,14,Eliminated Week 3,5.333333333333333,0.05860805860805861,0.1166666666666666,1166666.6666666667,0.1752747252747252
29,2,10,Monica Aldama,Valentin Chmerkovskiy,10,Eliminated Week 7,5.333333333333333,0.05860805860805861,0.1083333333333333,1083333.3333333333,0.1669413919413919
29,2,1,Anne Heche,Keo Motsepe,13,Eliminated Week 4,6.0,0.06593406593406594,0.1,1000000.0,0.16593406593406596
29,2,4,Chrishell Stause,Gleb Savchenko,8,Eliminated Week 8,6.0,0.06593406593406594,0.0916666666666666,916666.6666666666,0.15760073260073254
29,2,14,Veron Davis,Peta Murgatroyd,11,Eliminated Week 6,6.0,0.06593406593406594,0.0833333333333333,833333.3333333333,0.14926739926739924
29,2,7,Johnny Weir,Britt Stewart,6,Eliminated Week 10,6.0,0.06593406593406594,0.075,750000.0,0.14093406593406593
29,2,11,Nelly,Daniella Karagach,3,3rd Place,6.0,0.06593406593406594,0.0666666666666666,666666.6666666666,0.13260073260073252
29,2,5,Jeannie Mai,Brandon Armstrong,9,Withdrew,6.0,0.06593406593406594,0.0583333333333333,583333.3333333334,0.12426739926739924
29,2,0,AJ McLean,Cheryl Burke,7,Eliminated Week 9,6.333333333333333,0.0695970695970696,0.05,500000.0,0.1195970695970696
29,2,6,Jesse Metcalfe,Sharna Burgess,12,Eliminated Week 5,6.666666666666667,0.07326007326007326,0.0416666666666666,416666.6666666666,0.11492673992673987
29,2,8,Justina Machado,Sasha Farber,4,4th Place,7.0,0.07692307692307693,0.0333333333333333,333333.3333333333,0.11025641025641023
29,2,12,Nev Schulman,Jenna Johnson,2,2nd Place,7.0,0.07692307692307693,0.025,250000.0,0.10192307692307692
29,2,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,7.333333333333333,0.08058608058608058,0.0166666666666666,166666.66666666666,0.09725274725274718
29,2,3,Charles Oakley,Emma Slater,15,Eliminated Week 2,5.0,0.054945054945054944,0.0083333333333333,83333.33333333333,0.06327838827838825
29,3,13,Skai Jackson,Alan Bersten,5,Eliminated Week 10,6.0,0.06405693950177936,0.1238095238095238,1238095.238095238,0.18786646331130316
29,3,1,Anne Heche,Keo Motsepe,13,Eliminated Week 4,5.0,0.05338078291814946,0.1333333333333333,1333333.3333333333,0.18671411625148276
29,3,11,Nelly,Daniella Karagach,3,3rd Place,6.0,0.06405693950177936,0.1142857142857142,1142857.1428571427,0.17834265378749356
29,3,8,Justina Machado,Sasha Farber,4,4th Place,6.333333333333333,0.06761565836298931,0.1047619047619047,1047619.0476190476,0.172377563124894
29,3,6,Jesse Metcalfe,Sharna Burgess,12,Eliminated Week 5,6.666666666666667,0.07117437722419928,0.0952380952380952,952380.9523809524,0.1664124724622945
29,3,0,AJ McLean,Cheryl Burke,7,Eliminated Week 9,7.0,0.07473309608540925,0.0857142857142857,857142.8571428572,0.16044738179969495
29,3,10,Monica Aldama,Valentin Chmerkovskiy,10,Eliminated Week 7,7.0,0.07473309608540925,0.0761904761904762,761904.761904762,0.15092357227588543
29,3,4,Chrishell Stause,Gleb Savchenko,8,Eliminated Week 8,7.333333333333333,0.07829181494661921,0.0666666666666666,666666.6666666666,0.1449584816132858
29,3,14,Veron Davis,Peta Murgatroyd,11,Eliminated Week 6,7.333333333333333,0.07829181494661921,0.0571428571428571,571428.5714285714,0.13543467208947632
29,3,5,Jeannie Mai,Brandon Armstrong,9,Withdrew,7.333333333333333,0.07829181494661921,0.0476190476190476,476190.47619047615,0.1259108625656668
29,3,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,7.666666666666667,0.08185053380782918,0.0380952380952381,380952.380952381,0.11994577190306728
29,3,7,Johnny Weir,Britt Stewart,6,Eliminated Week 10,8.0,0.08540925266903915,0.0285714285714285,285714.2857142857,0.11398068124046765
29,3,12,Nev Schulman,Jenna Johnson,2,2nd Place,8.0,0.08540925266903915,0.019047619047619,190476.1904761905,0.10445687171665816
29,3,2,Carole Baskin,Pasha Pashkov,14,Eliminated Week 3,4.0,0.042704626334519574,0.0095238095238095,95238.09523809524,0.05222843585832908
29,4,6,Jesse Metcalfe,Sharna Burgess,12,Eliminated Week 5,7.0,0.06976744186046512,0.1428571428571428,1428571.4285714284,0.21262458471760792
29,4,11,Nelly,Daniella Karagach,3,3rd Place,7.0,0.06976744186046512,0.1318681318681318,1318681.3186813188,0.20163557372859692
29,4,5,Jeannie Mai,Brandon Armstrong,9,Withdrew,7.0,0.06976744186046512,0.1208791208791208,1208791.2087912087,0.1906465627395859
29,4,4,Chrishell Stause,Gleb Savchenko,8,Eliminated Week 8,7.333333333333333,0.07308970099667775,0.1098901098901098,1098901.0989010988,0.18297981088678755
29,4,14,Veron Davis,Peta Murgatroyd,11,Eliminated Week 6,7.333333333333333,0.07308970099667775,0.0989010989010989,989010.989010989,0.17199079989777666
29,4,8,Justina Machado,Sasha Farber,4,4th Place,8.0,0.079734219269103,0.0879120879120879,879120.8791208792,0.1676463071811909
29,4,7,Johnny Weir,Britt Stewart,6,Eliminated Week 10,8.0,0.079734219269103,0.0769230769230769,769230.7692307692,0.15665729619217988
29,4,12,Nev Schulman,Jenna Johnson,2,2nd Place,8.0,0.079734219269103,0.0659340659340659,659340.6593406594,0.14566828520316888
29,4,0,AJ McLean,Cheryl Burke,7,Eliminated Week 9,8.0,0.079734219269103,0.0549450549450549,549450.5494505494,0.1346792742141579
29,4,10,Monica Aldama,Valentin Chmerkovskiy,10,Eliminated Week 7,8.0,0.079734219269103,0.0439560439560439,439560.4395604396,0.1236902632251469
29,4,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,8.333333333333334,0.08305647840531563,0.0329670329670329,329670.3296703297,0.11602351137234854
29,4,13,Skai Jackson,Alan Bersten,5,Eliminated Week 10,9.333333333333334,0.0930232558139535,0.0219780219780219,219780.2197802198,0.1150012777919754
29,4,1,Anne Heche,Keo Motsepe,13,Eliminated Week 4,7.0,0.06976744186046512,0.0109890109890109,109890.1098901099,0.08075645284947601
29,5,4,Chrishell Stause,Gleb Savchenko,8,Eliminated Week 8,6.333333333333333,0.06620209059233449,0.1538461538461538,1538461.5384615385,0.2200482444384883
29,5,14,Veron Davis,Peta Murgatroyd,11,Eliminated Week 6,7.0,0.07317073170731708,0.141025641025641,1410256.4102564105,0.21419637273295808
29,5,13,Skai Jackson,Alan Bersten,5,Eliminated Week 10,8.0,0.08362369337979095,0.1282051282051282,1282051.282051282,0.21182882158491914
29,5,8,Justina Machado,Sasha Farber,4,4th Place,8.0,0.08362369337979095,0.1153846153846153,1153846.153846154,0.19900830876440623
29,5,0,AJ McLean,Cheryl Burke,7,Eliminated Week 9,8.0,0.08362369337979095,0.1025641025641025,1025641.0256410256,0.18618779594389345
29,5,11,Nelly,Daniella Karagach,3,3rd Place,8.0,0.08362369337979095,0.0897435897435897,897435.8974358975,0.17336728312338065
29,5,5,Jeannie Mai,Brandon Armstrong,9,Withdrew,8.0,0.08362369337979095,0.0769230769230769,769230.7692307692,0.16054677030286785
29,5,12,Nev Schulman,Jenna Johnson,2,2nd Place,8.666666666666666,0.09059233449477352,0.0641025641025641,641025.641025641,0.15469489859733762
29,5,10,Monica Aldama,Valentin Chmerkovskiy,10,Eliminated Week 7,8.666666666666666,0.09059233449477352,0.0512820512820512,512820.5128205128,0.1418743857768247
29,5,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,9.0,0.09407665505226481,0.0384615384615384,384615.3846153846,0.13253819351380322
29,5,7,Johnny Weir,Britt Stewart,6,Eliminated Week 10,9.666666666666666,0.10104529616724739,0.0256410256410256,256410.2564102564,0.126686321808273
29,5,6,Jesse Metcalfe,Sharna Burgess,12,Eliminated Week 5,6.333333333333333,0.06620209059233449,0.0128205128205128,128205.1282051282,0.0790226034128473
29,6,13,Skai Jackson,Alan Bersten,5,Eliminated Week 10,6.0,0.06716417910447761,0.1666666666666666,1666666.6666666665,0.2338308457711442
29,6,7,Johnny Weir,Britt Stewart,6,Eliminated Week 10,7.333333333333333,0.08208955223880597,0.1515151515151515,1515151.5151515151,0.23360470375395748
29,6,4,Chrishell Stause,Gleb Savchenko,8,Eliminated Week 8,8.0,0.08955223880597016,0.1363636363636363,1363636.3636363635,0.22591587516960646
29,6,11,Nelly,Daniella Karagach,3,3rd Place,8.0,0.08955223880597016,0.1212121212121212,1212121.2121212122,0.21076436001809135
29,6,5,Jeannie Mai,Brandon Armstrong,9,Withdrew,8.333333333333334,0.09328358208955224,0.106060606060606,1060606.0606060603,0.19934418815015825
29,6,12,Nev Schulman,Jenna Johnson,2,2nd Place,8.666666666666666,0.09701492537313433,0.0909090909090909,909090.9090909092,0.18792401628222521
29,6,8,Justina Machado,Sasha Farber,4,4th Place,9.0,0.10074626865671642,0.0757575757575757,757575.7575757576,0.17650384441429212
29,6,0,AJ McLean,Cheryl Burke,7,Eliminated Week 9,9.0,0.10074626865671642,0.0606060606060606,606060.6060606061,0.161352329262777
29,6,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,9.0,0.10074626865671642,0.0454545454545454,454545.4545454545,0.14620081411126182
29,6,10,Monica Aldama,Valentin Chmerkovskiy,10,Eliminated Week 7,9.0,0.10074626865671642,0.0303030303030303,303030.30303030304,0.1310492989597467
29,6,14,Veron Davis,Peta Murgatroyd,11,Eliminated Week 6,7.0,0.07835820895522388,0.0151515151515151,151515.15151515152,0.09350972410673898
29,7,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,8.0,0.09230769230769231,0.1818181818181818,1818181.818181818,0.2741258741258741
29,7,4,Chrishell Stause,Gleb Savchenko,8,Eliminated Week 8,8.666666666666666,0.1,0.1636363636363636,1636363.6363636365,0.2636363636363636
29,7,8,Justina Machado,Sasha Farber,4,4th Place,8.666666666666666,0.1,0.1454545454545454,1454545.4545454546,0.2454545454545454
29,7,0,AJ McLean,Cheryl Burke,7,Eliminated Week 9,8.666666666666666,0.1,0.1272727272727272,1272727.2727272727,0.2272727272727272
29,7,13,Skai Jackson,Alan Bersten,5,Eliminated Week 10,9.0,0.10384615384615385,0.109090909090909,1090909.0909090908,0.21293706293706285
29,7,7,Johnny Weir,Britt Stewart,6,Eliminated Week 10,9.0,0.10384615384615385,0.0909090909090909,909090.9090909092,0.19475524475524475
29,7,11,Nelly,Daniella Karagach,3,3rd Place,9.0,0.10384615384615385,0.0727272727272727,727272.7272727273,0.17657342657342656
29,7,12,Nev Schulman,Jenna Johnson,2,2nd Place,10.0,0.11538461538461539,0.0545454545454545,545454.5454545454,0.1699300699300699
29,7,5,Jeannie Mai,Brandon Armstrong,9,Withdrew,8.333333333333334,0.09615384615384617,0.0363636363636363,363636.3636363637,0.13251748251748247
29,7,10,Monica Aldama,Valentin Chmerkovskiy,10,Eliminated Week 7,7.333333333333333,0.08461538461538462,0.0181818181818181,181818.18181818185,0.10279720279720272
29,8,11,Nelly,Daniella Karagach,3,3rd Place,8.0,0.10810830289784307,0.2222222222222222,2222222.222222222,0.3303305251200653
29,8,13,Skai Jackson,Alan Bersten,5,Eliminated Week 10,8.999933333333333,0.12162093985754929,0.1944444444444444,1944444.4444444445,0.3160653843019937
29,8,0,AJ McLean,Cheryl Burke,7,Eliminated Week 9,9.0,0.12162184076007344,0.1666666666666666,1666666.6666666665,0.28828850742674006
29,8,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,9.333333333333334,0.12612635338081693,0.1388888888888889,1388888.888888889,0.26501524226970585
29,8,8,Justina Machado,Sasha Farber,4,4th Place,9.6666,0.13062996509903624,0.1111111111111111,1111111.111111111,0.24174107621014734
29,8,7,Johnny Weir,Britt Stewart,6,Eliminated Week 10,10.0,0.13513537862230382,0.0833333333333333,833333.3333333333,0.2184687119556371
29,8,12,Nev Schulman,Jenna Johnson,2,2nd Place,10.0,0.13513537862230382,0.0555555555555555,555555.5555555555,0.19069093417785932
29,8,4,Chrishell Stause,Gleb Savchenko,8,Eliminated Week 8,9.0,0.12162184076007344,0.0277777777777777,277777.7777777777,0.14939961853785114
29,9,11,Nelly,Daniella Karagach,3,3rd Place,8.0,0.1243528470584334,0.25,2500000.0,0.3743528470584334
29,9,8,Justina Machado,Sasha Farber,4,4th Place,8.6666,0.1347145480395774,0.2142857142857142,2142857.1428571427,0.3490002623252916
29,9,13,Skai Jackson,Alan Bersten,5,Eliminated Week 10,9.6666,0.15025865392188156,0.1785714285714285,1785714.2857142857,0.32883008249331
29,9,12,Nev Schulman,Jenna Johnson,2,2nd Place,9.6666,0.15025865392188156,0.1428571428571428,1428571.4285714284,0.29311579677902433
29,9,7,Johnny Weir,Britt Stewart,6,Eliminated Week 10,10.0,0.15544105882304174,0.1071428571428571,1071428.5714285714,0.2625839159658988
29,9,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,10.0,0.15544105882304174,0.0714285714285714,714285.7142857142,0.22686963025161314
29,9,0,AJ McLean,Cheryl Burke,7,Eliminated Week 9,8.333266666666667,0.12953317941214265,0.0357142857142857,357142.8571428571,0.16524746512642835
29,10,11,Nelly,Daniella Karagach,3,3rd Place,9.333333333333334,0.16091954022988506,0.2857142857142857,2857142.857142857,0.4466338259441708
29,10,8,Justina Machado,Sasha Farber,4,4th Place,9.666666666666666,0.16666666666666666,0.238095238095238,2380952.3809523806,0.40476190476190466
29,10,12,Nev Schulman,Jenna Johnson,2,2nd Place,10.0,0.1724137931034483,0.1904761904761904,1904761.9047619049,0.3628899835796387
29,10,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,10.0,0.1724137931034483,0.1428571428571428,1428571.4285714284,0.3152709359605911
29,10,13,Skai Jackson,Alan Bersten,5,Eliminated Week 10,9.5,0.16379310344827586,0.0952380952380952,952380.9523809524,0.25903119868637103
29,10,7,Johnny Weir,Britt Stewart,6,Eliminated Week 10,9.5,0.16379310344827586,0.0476190476190476,476190.47619047615,0.21141215106732347
29,11,8,Justina Machado,Sasha Farber,4,4th Place,10.0,0.25316455696202533,0.3,3000000.0,0.5531645569620254
29,11,12,Nev Schulman,Jenna Johnson,2,2nd Place,10.0,0.25316455696202533,0.3,3000000.0,0.5531645569620254
29,11,9,Kaitlyn Bristowe,Artem Chigvintsev,1,1st Place,10.0,0.25316455696202533,0.3,3000000.0,0.5531645569620254
29,11,11,Nelly,Daniella Karagach,3,3rd Place,9.5,0.24050632911392406,0.1,1000000.0,0.3405063291139241
30,1,6,JoJo Siwa,Jenna Johnson,2,2nd Place,7.25,0.07923497267759563,0.125,1250000.0,0.20423497267759563
30,1,14,Suni Lee,Sasha Farber,5,Eliminated Week 9,7.0,0.07650273224043716,0.1125,1125000.0,0.18900273224043718
30,1,0,Amanda Kloots,Alan Bersten,4,4th Place,7.0,0.07650273224043716,0.1125,1125000.0,0.18900273224043718
30,1,10,Melanie C,Gleb Savchenko,11,Eliminated Week 5,6.75,0.07377049180327869,0.1,1000000.0,0.1737704918032787
30,1,11,Melora Hardin,Artem Chigvintsev,6,Eliminated Week 9,6.5,0.07103825136612021,0.0875,875000.0,0.1585382513661202
30,1,7,Kenya Moore,Brandon Armstrong,10,Eliminated Week 6,6.5,0.07103825136612021,0.0875,875000.0,0.1585382513661202
30,1,13,Olivia Jade,Valentin Chmerkovskiy,8,Eliminated Week 8,6.25,0.06830601092896176,0.0708333333333333,708333.3333333334,0.13913934426229507
30,1,2,Christine Chiu,Pasha Pashkov,14,Eliminated Week 3,6.25,0.06830601092896176,0.0708333333333333,708333.3333333334,0.13913934426229507
30,1,1,Brian Austin Green,Sharna Burgess,13,Eliminated Week 4,6.0,0.06557377049180328,0.0458333333333333,458333.3333333333,0.11140710382513658
30,1,9,Matt James,Lindsay Arnold,12,Eliminated Week 4,6.0,0.06557377049180328,0.0458333333333333,458333.3333333333,0.11140710382513658
30,1,12,"Mike ""The Miz"" Mizanin",Witney Carson,9,Eliminated Week 7,6.0,0.06557377049180328,0.0458333333333333,458333.3333333333,0.11140710382513658
30,1,3,Cody Rigsby,Cheryl Burke,3,3rd Place,6.0,0.06557377049180328,0.0458333333333333,458333.3333333333,0.11140710382513658
30,1,5,Jimmie Allen,Emma Slater,7,Eliminated Week 8,5.5,0.060109289617486336,0.025,250000.0,0.08510928961748634
30,1,4,Iman Shumpert,Daniella Karagach,1,1st Place,5.25,0.05737704918032787,0.0166666666666666,166666.66666666666,0.07404371584699447
30,1,8,Martin Kove,Britt Stewart,15,Eliminated Week 2,3.25,0.03551912568306011,0.0083333333333333,83333.33333333333,0.04385245901639341
30,2,9,Matt James,Lindsay Arnold,12,Eliminated Week 4,5.5,0.05714285714285714,0.125,1250000.0,0.18214285714285713
30,2,1,Brian Austin Green,Sharna Burgess,13,Eliminated Week 4,5.75,0.05974025974025974,0.1166666666666666,1166666.6666666667,0.17640692640692635
30,2,3,Cody Rigsby,Cheryl Burke,3,3rd Place,6.0,0.06233766233766234,0.1083333333333333,1083333.3333333333,0.17067099567099564
30,2,2,Christine Chiu,Pasha Pashkov,14,Eliminated Week 3,6.0,0.06233766233766234,0.1,1000000.0,0.16233766233766234
30,2,7,Kenya Moore,Brandon Armstrong,10,Eliminated Week 6,6.0,0.06233766233766234,0.0916666666666666,916666.6666666666,0.15400432900432895
30,2,4,Iman Shumpert,Daniella Karagach,1,1st Place,6.25,0.06493506493506493,0.0833333333333333,833333.3333333333,0.14826839826839822
30,2,12,"Mike ""The Miz"" Mizanin",Witney Carson,9,Eliminated Week 7,6.5,0.06753246753246753,0.075,750000.0,0.1425324675324675
30,2,11,Melora Hardin,Artem Chigvintsev,6,Eliminated Week 9,6.75,0.07012987012987013,0.0666666666666666,666666.6666666666,0.13679653679653672
30,2,5,Jimmie Allen,Emma Slater,7,Eliminated Week 8,6.75,0.07012987012987013,0.0583333333333333,583333.3333333334,0.12846320346320342
30,2,13,Olivia Jade,Valentin Chmerkovskiy,8,Eliminated Week 8,6.75,0.07012987012987013,0.05,500000.0,0.12012987012987013
30,2,14,Suni Lee,Sasha Farber,5,Eliminated Week 9,7.0,0.07272727272727272,0.0416666666666666,416666.6666666666,0.11439393939393933
30,2,10,Melanie C,Gleb Savchenko,11,Eliminated Week 5,7.5,0.07792207792207792,0.0333333333333333,333333.3333333333,0.11125541125541122
30,2,6,JoJo Siwa,Jenna Johnson,2,2nd Place,7.75,0.08051948051948052,0.025,250000.0,0.10551948051948051
30,2,0,Amanda Kloots,Alan Bersten,4,4th Place,8.0,0.08311688311688312,0.0166666666666666,166666.66666666666,0.09978354978354972
30,2,8,Martin Kove,Britt Stewart,15,Eliminated Week 2,3.75,0.03896103896103896,0.0083333333333333,83333.33333333333,0.047294372294372264
30,3,3,Cody Rigsby,Cheryl Burke,3,3rd Place,6.0,0.06040268456375839,0.1333333333333333,1333333.3333333333,0.1937360178970917
30,3,1,Brian Austin Green,Sharna Burgess,13,Eliminated Week 4,6.333333333333333,0.06375838926174497,0.1238095238095238,1238095.238095238,0.18756791307126877
30,3,4,Iman Shumpert,Daniella Karagach,1,1st Place,6.333333333333333,0.06375838926174497,0.1142857142857142,1142857.1428571427,0.17804410354745917
30,3,9,Matt James,Lindsay Arnold,12,Eliminated Week 4,6.666666666666667,0.06711409395973154,0.1047619047619047,1047619.0476190476,0.17187599872163623
30,3,5,Jimmie Allen,Emma Slater,7,Eliminated Week 8,6.666666666666667,0.06711409395973154,0.0952380952380952,952380.9523809524,0.16235218919782674
30,3,14,Suni Lee,Sasha Farber,5,Eliminated Week 9,7.0,0.07046979865771813,0.0857142857142857,857142.8571428572,0.15618408437200382
30,3,7,Kenya Moore,Brandon Armstrong,10,Eliminated Week 6,7.0,0.07046979865771813,0.0761904761904762,761904.761904762,0.14666027484819433
30,3,12,"Mike ""The Miz"" Mizanin",Witney Carson,9,Eliminated Week 7,7.333333333333333,0.0738255033557047,0.0666666666666666,666666.6666666666,0.1404921700223713
30,3,10,Melanie C,Gleb Savchenko,11,Eliminated Week 5,7.333333333333333,0.0738255033557047,0.0571428571428571,571428.5714285714,0.1309683604985618
30,3,11,Melora Hardin,Artem Chigvintsev,6,Eliminated Week 9,7.666666666666667,0.07718120805369129,0.0476190476190476,476190.47619047615,0.12480025567273889
30,3,13,Olivia Jade,Valentin Chmerkovskiy,8,Eliminated Week 8,8.0,0.08053691275167786,0.0380952380952381,380952.380952381,0.11863215084691596
30,3,6,JoJo Siwa,Jenna Johnson,2,2nd Place,8.0,0.08053691275167786,0.0285714285714285,285714.2857142857,0.10910834132310636
30,3,0,Amanda Kloots,Alan Bersten,4,4th Place,8.0,0.08053691275167786,0.019047619047619,190476.1904761905,0.09958453179929685
30,3,2,Christine Chiu,Pasha Pashkov,14,Eliminated Week 3,7.0,0.07046979865771813,0.0095238095238095,95238.09523809524,0.07999360818152763
30,4,3,Cody Rigsby,Cheryl Burke,3,3rd Place,7.25,0.06954436450839328,0.1428571428571428,1428571.4285714284,0.2124015073655361
30,4,7,Kenya Moore,Brandon Armstrong,10,Eliminated Week 6,7.375,0.07074340527577938,0.1318681318681318,1318681.3186813188,0.20261153714391117
30,4,4,Iman Shumpert,Daniella Karagach,1,1st Place,7.875,0.07553956834532374,0.1208791208791208,1208791.2087912087,0.19641868922444455
30,4,12,"Mike ""The Miz"" Mizanin",Witney Carson,9,Eliminated Week 7,8.125,0.07793764988009592,0.1098901098901098,1098901.0989010988,0.18782775977020572
30,4,5,Jimmie Allen,Emma Slater,7,Eliminated Week 8,8.125,0.07793764988009592,0.0989010989010989,989010.989010989,0.17683874878119482
30,4,10,Melanie C,Gleb Savchenko,11,Eliminated Week 5,8.25,0.07913669064748201,0.0879120879120879,879120.8791208792,0.1670487785595699
30,4,14,Suni Lee,Sasha Farber,5,Eliminated Week 9,8.5,0.0815347721822542,0.0769230769230769,769230.7692307692,0.15845784910533112
30,4,0,Amanda Kloots,Alan Bersten,4,4th Place,8.5,0.0815347721822542,0.0659340659340659,659340.6593406594,0.1474688381163201
30,4,13,Olivia Jade,Valentin Chmerkovskiy,8,Eliminated Week 8,8.75,0.08393285371702638,0.0549450549450549,549450.5494505494,0.13887790866208127
30,4,6,JoJo Siwa,Jenna Johnson,2,2nd Place,8.75,0.08393285371702638,0.0439560439560439,439560.4395604396,0.12788889767307027
30,4,11,Melora Hardin,Artem Chigvintsev,6,Eliminated Week 9,9.125,0.08752997601918465,0.0329670329670329,329670.3296703297,0.12049700898621754
30,4,9,Matt James,Lindsay Arnold,12,Eliminated Week 4,7.125,0.0683453237410072,0.0219780219780219,219780.2197802198,0.0903233457190291
30,4,1,Brian Austin Green,Sharna Burgess,13,Eliminated Week 4,6.5,0.06235011990407674,0.0109890109890109,109890.1098901099,0.07333913089308763
30,5,4,Iman Shumpert,Daniella Karagach,1,1st Place,7.0,0.07272727272727272,0.1666666666666666,1666666.6666666665,0.23939393939393933
30,5,12,"Mike ""The Miz"" Mizanin",Witney Carson,9,Eliminated Week 7,8.0,0.08311688311688312,0.1515151515151515,1515151.5151515151,0.2346320346320346
30,5,3,Cody Rigsby,Cheryl Burke,3,3rd Place,8.0,0.08311688311688312,0.1363636363636363,1363636.3636363635,0.21948051948051941
30,5,5,Jimmie Allen,Emma Slater,7,Eliminated Week 8,8.5,0.08831168831168831,0.1212121212121212,1212121.2121212122,0.2095238095238095
30,5,11,Melora Hardin,Artem Chigvintsev,6,Eliminated Week 9,9.0,0.09350649350649351,0.106060606060606,1060606.0606060603,0.1995670995670995
30,5,14,Suni Lee,Sasha Farber,5,Eliminated Week 9,9.0,0.09350649350649351,0.0909090909090909,909090.9090909092,0.18441558441558442
30,5,13,Olivia Jade,Valentin Chmerkovskiy,8,Eliminated Week 8,9.0,0.09350649350649351,0.0757575757575757,757575.7575757576,0.16926406926406923
30,5,7,Kenya Moore,Brandon Armstrong,10,Eliminated Week 6,9.0,0.09350649350649351,0.0606060606060606,606060.6060606061,0.15411255411255412
30,5,0,Amanda Kloots,Alan Bersten,4,4th Place,9.75,0.1012987012987013,0.0454545454545454,454545.4545454545,0.1467532467532467
30,5,6,JoJo Siwa,Jenna Johnson,2,2nd Place,10.0,0.1038961038961039,0.0303030303030303,303030.30303030304,0.1341991341991342
30,5,10,Melanie C,Gleb Savchenko,11,Eliminated Week 5,9.0,0.09350649350649351,0.0151515151515151,151515.15151515152,0.1086580086580086
30,6,11,Melora Hardin,Artem Chigvintsev,6,Eliminated Week 9,8.5,0.09340659340659341,0.1818181818181818,1818181.818181818,0.2752247752247752
30,6,12,"Mike ""The Miz"" Mizanin",Witney Carson,9,Eliminated Week 7,8.5,0.09340659340659341,0.1636363636363636,1636363.6363636365,0.257042957042957
30,6,14,Suni Lee,Sasha Farber,5,Eliminated Week 9,9.0,0.0989010989010989,0.1454545454545454,1454545.4545454546,0.24435564435564427
30,6,3,Cody Rigsby,Cheryl Burke,3,3rd Place,9.0,0.0989010989010989,0.1272727272727272,1272727.2727272727,0.2261738261738261
30,6,13,Olivia Jade,Valentin Chmerkovskiy,8,Eliminated Week 8,9.0,0.0989010989010989,0.109090909090909,1090909.0909090908,0.2079920079920079
30,6,5,Jimmie Allen,Emma Slater,7,Eliminated Week 8,9.5,0.1043956043956044,0.0909090909090909,909090.9090909092,0.1953046953046953
30,6,0,Amanda Kloots,Alan Bersten,4,4th Place,9.5,0.1043956043956044,0.0727272727272727,727272.7272727273,0.1771228771228771
30,6,4,Iman Shumpert,Daniella Karagach,1,1st Place,10.0,0.10989010989010989,0.0545454545454545,545454.5454545454,0.1644355644355644
30,6,6,JoJo Siwa,Jenna Johnson,2,2nd Place,10.0,0.10989010989010989,0.0363636363636363,363636.3636363637,0.14625374625374618
30,6,7,Kenya Moore,Brandon Armstrong,10,Eliminated Week 6,8.0,0.08791208791208792,0.0181818181818181,181818.18181818185,0.10609390609390602
